state,district,block_id,block_name,panchayat_id,panchayat_name,rainfall_mm,mapping_method
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178432,HOSUR,1.5223116874694824,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178436,JANGAMHATTI,1.7719981670379639,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178437,JATTEWADI,1.547977089881897,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178438,JELUGADE,1.9374980926513672,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178439,KADALGE BUDRUK,1.5213372707366943,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178440,KADALGE KHURD,1.5213372707366943,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178441,KAGANI,1.5223116874694824,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178443,KALIWADE,1.9374980926513672,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178444,KALKUNDRI,1.4583663940429688,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178447,KENCHEWADI,1.5944108963012695,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178449,KARANJGAON,1.8830249309539795,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178450,KAREKUNDI,1.5213372707366943,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178451,KERAVADE/ VALAKOLI,1.6568504571914673,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178453,MHALUNGE KHALASA,1.988548994064331,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178454,KINI,1.5213372707366943,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178455,KITWAD,1.6039701700210571,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178456,KODALI,1.7933592200279236,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178458,KOLIK,2.2377331256866455,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178460,KORAJ,1.6568504571914673,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178461,KAULAGE,1.5223116874694824,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178462,KOWAD,1.4583663940429688,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178463,KUDNOOR,1.4583663940429688,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178465,LAKIKATTE,1.5213372707366943,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178466,LAKURWADI,1.547977089881897,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178467,MADAVALE,1.7719981670379639,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178468,MHALEWADI,1.5213372707366943,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178469,MAHIPALGAD,1.6619595289230347,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178470,MAJARE KARVE,1.7055329084396362,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178471,MALATWADI,1.4502745866775513,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178472,MANDEDURG,1.667904257774353,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178473,MANGAON,1.547977089881897,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178478,MUGALI SONARWADI,1.4521539211273193,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178479,MURKUTEWADI,1.7055329084396362,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178481,NAGARDALE,1.5223116874694824,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178483,NANDAVADE,1.8830249309539795,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178484,NITTUR,1.4502745866775513,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178488,RAJGOLI BUDRUK,1.3327659368515015,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178489,RAJGOLI KHURD,1.3327659368515015,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178491,SAROLI,1.8584372997283936,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178492,SATAWANE,1.5944108963012695,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178493,SHINOLI BUDRUK,1.71548330783844,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178494,SHINOLI KHURD,1.71548330783844,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178496,SHIVANGE,1.5213372707366943,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178497,SUNDI,1.5213372707366943,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178498,SURUTE,1.7281304597854614,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178499,TADSHINHAL,1.667904257774353,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178500,TAMBULWADI,1.7055329084396362,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178501,TAVAREWADI,1.7055329084396362,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178502,TEURWADI,1.4502745866775513,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178503,TUDIYE,1.8584372997283936,direct_grid
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178504,TURKEWADI,1.667904257774353,nearest_fallback
MAHARASHTRA,Kolhapur,4422,CHANDGAD,178508,VINJANE,1.3834116458892822,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178509,AINAPUR,1.1273753643035889,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178510,ARALGUNDI,0.8395307064056396,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178511,ARJUNWADI,1.3102529048919678,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178512,ATYAL,1.1273753643035889,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178513,AURNAL,1.0278136730194092,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178515,BASARGE BUDRUK,0.8940799832344055,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178516,BATKANAGALE,1.2020955085754395,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178517,BEKANAL,1.0803405046463013,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178518,BELAGUNDI,1.0696296691894531,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178519,BHADGAON,1.0696296691894531,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178520,BIDREWADI,1.3040353059768677,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178521,BUGADIKATTI,1.1225897073745728,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178522,CHANDANKUD,0.8690648674964905,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178523,CHANNEKUPPI,0.9746833443641663,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178524,CHINCHEWADI,0.9890218377113342,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178525,DONEWADI,1.3040353059768677,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178526,DUGUNWADI,1.1418758630752563,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178527,DUNDAGE,0.9350537061691284,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178528,GIJAVANE,1.0696296691894531,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178529,HADALGE,1.3040353059768677,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178530,HALKARNI,0.9489209651947021,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178532,HANMANTWADI,0.9746833443641663,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178533,HARALI BUDRUK,1.0595922470092773,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178534,HARALI KHURD,1.0595922470092773,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178535,HASUR SASGIRI,0.9890218377113342,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178536,HASURCHAMPU,0.9350537061691284,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178537,HASURWADI,0.9890218377113342,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178538,HEBBAL KASABA NOOL,0.9350537061691284,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178539,HEBBAL JALADYAL,1.1418758630752563,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178540,HIDADUGI,0.9890218377113342,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178541,HIRALAGE,1.1273753643035889,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178542,HITANI,0.8848095536231995,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178543,HUNGINHAL,1.0696296691894531,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178544,IDARGUCHCHI,0.8395307064056396,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178545,INCHNAL,1.0696296691894531,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178546,JAKHEWADI,1.0803405046463013,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178547,JAMBULWADI,1.1418758630752563,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178548,JARALI,0.9746833443641663,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178549,KASABA NOOL,0.8940799832344055,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178550,KADAL,0.9890218377113342,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178551,KADALAGE,0.8395307064056396,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178552,KADGAON,1.0803405046463013,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178553,KALAMMAWADI,1.4521539211273193,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178554,KANADEWADI,1.3102529048919678,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178555,KARAMBALI,1.1273753643035889,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178556,KAVALIKATTI,1.1003928184509277,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178557,KHAMALEHATTI,0.9746833443641663,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178558,KHANADAL,0.8940799832344055,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178559,KOULAGE,1.1273753643035889,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178560,KUMARI,1.4521539211273193,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178561,KUMBALHAL,0.9489209651947021,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178562,LINGNUR KASABA NOOL,1.1273753643035889,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178563,LINGNUR KASABA NESARI,1.1418758630752563,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178564,MADYAL KASABA NOOL,0.9350537061691284,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178565,MAHAGAON,1.0595922470092773,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178566,MANGNUR TARF SAVATWADI,1.2020955085754395,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178567,MANWAD,0.9489209651947021,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178568,MASEWADI,1.1418758630752563,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178569,MUGALI,0.9746833443641663,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178570,MUNGURWADI,1.1418758630752563,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178571,MUTNAL,0.8848095536231995,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178572,NANDANWAD,0.9489209651947021,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178573,NAGNOOR,0.8132924437522888,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178574,NAREWADI,0.9890218377113342,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178575,NOUKUD,0.9890218377113342,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178576,KASABA NESARI,1.3102529048919678,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178577,NILAJI,0.8848095536231995,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178578,SAMBARE,1.4502745866775513,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178579,SAROLI,1.4521539211273193,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178580,SAVATWADI TARF NESARI,1.3102529048919678,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178581,SHENDRI,1.0938316583633423,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178582,SHINDEWADI,0.9746833443641663,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178583,SHIPPUR TARF AJARA,1.1273753643035889,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178584,TALEWADI,1.3102529048919678,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178585,TANAWADI,0.9746833443641663,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178586,TAREWADI,1.3040353059768677,direct_grid
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178587,TAVAREWADI,1.3102529048919678,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178588,TEGINHAL,1.1418758630752563,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178589,TERANI,0.9489209651947021,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178590,TUPURWADI,0.9890218377113342,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178591,UMBARWADI,1.0595922470092773,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178593,WAGHARALI,1.2020955085754395,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178594,VAIRAGWADI,1.0595922470092773,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178595,YAMEHATTI,1.4521539211273193,nearest_fallback
MAHARASHTRA,Kolhapur,4423,GADHINGLAJ,178596,YENECHAVANDI,0.8940799832344055,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178597,ALATE,1.5057991743087769,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178598,AMBAP,2.3736398220062256,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178599,AMBAPWADI,2.1756935119628906,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178600,ATIGRE,1.6144815683364868,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178601,BHADOLE,2.1913843154907227,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178602,BHENDAWADE,2.1050126552581787,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178603,BIRDEVWADI,1.7656621932983398,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178604,CHANDUR,1.1593778133392334,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178605,CHAVARE,2.737727642059326,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178606,CHOKAK,1.6144815683364868,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178608,GHUNAKI,2.522230386734009,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178609,HALONDI,1.7045159339904785,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178611,HERLE,1.6144815683364868,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178612,HINGANGAON,1.924203872680664,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178614,INGALI,1.2001266479492188,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178615,JANGAMWADI,1.1042851209640503,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178617,KABNUR,1.3063747882843018,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178618,KAPURWADI,1.8722742795944214,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178619,KASARWADI,2.1756935119628906,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178620,KHOCHI,1.983670711517334,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178621,KHOTWADI,1.374356746673584,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178622,KINI,2.1913843154907227,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178623,KOROCHI,1.3063747882843018,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178624,KUMBHOJ,1.8007420897483826,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178625,LATAVADE,2.1050126552581787,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178626,LAXMIWADI,1.8722742795944214,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178627,MAJALE,1.4635990858078003,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178628,MALE,1.6144815683364868,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178629,MANGAON,1.3722087144851685,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178630,MANGAONWADI,1.5057991743087769,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178632,MINACHE,1.8722742795944214,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178633,MAUJE VADGAON,1.7045159339904785,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178634,MUDSHINGI,1.6144815683364868,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178635,NAGAON,1.7045159339904785,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178636,NARANDE,1.7656621932983398,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178638,NEJ,1.677280306816101,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178641,PATTAN KODOLI,1.2985278367996216,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178642,RANGOLI,1.1593778133392334,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178643,RENDAL,1.172756552696228,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178644,RUI,1.3722087144851685,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178645,RUKADI,1.4646116495132446,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178646,SAJANI,1.3722087144851685,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178647,SAMBHAPUR,1.9517334699630737,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178648,SAVARDE,1.8722742795944214,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178649,SHIROLI PULACHI,1.7045159339904785,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178650,TALANDAGE,1.2806397676467896,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178651,TALASANDE,2.3736398220062256,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178652,TARDAL,1.4635990858078003,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178653,TASGAON,1.9517334699630737,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178654,TILAVANI,1.3722087144851685,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178655,TOP,1.9517334699630737,nearest_fallback
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178656,VATHAR TARF UDGAON,1.983670711517334,direct_grid
MAHARASHTRA,Kolhapur,4424,HATKANANGALE,178657,Vathar Tarf Vadgaon,2.1913843154907227,direct_grid
MAHARASHTRA,Kolhapur,4425,KAGAL,178659,ALABAD,1.3279023170471191,nearest_fallback
MAHARASHTRA,Kolhapur,4425,KAGAL,178660,ANUR,1.4464001655578613,nearest_fallback
MAHARASHTRA,Kolhapur,4425,KAGAL,178661,ARJUNI,1.1694374084472656,direct_grid
MAHARASHTRA,Kolhapur,4425,KAGAL,178662,ARJUNWADA,1.2395358085632324,nearest_fallback
MAHARASHTRA,Kolhapur,4425,KAGAL,178665,BALEGHOL,1.1628578901290894,nearest_fallback
