state,district,block_id,block_name,panchayat_id,panchayat_name,rainfall_mm,mapping_method
KARNATAKA,Chikkamagaluru,5803,KADUR,216861,K.BIDRE,2.182419538497925,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216862,KADURHALLI,2.426063299179077,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,216864,KAMANAKERE,2.096170663833618,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,216865,KERESANTHE,2.34946608543396,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,216866,KUNKANADU,2.132793426513672,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216867,MALLESHWARA,2.2197937965393066,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216868,MATHIGATTA,2.353411912918091,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216869,NAGARAHAL,2.3747565746307373,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216870,NAGENAHALLI,2.604520797729492,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216871,NIDGHATTA,2.7306843996047974,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216872,NIDUVALLI,1.987883448600769,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,216873,PANCHANAHALLI,1.987883448600769,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216874,PATNAGERE,2.426063299179077,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216875,PILLENAHALLI,2.811575412750244,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,216876,PURA,2.061067581176758,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216877,S.BIDRE,2.9301536083221436,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216878,S.MADAPURA,2.3295414447784424,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216879,SAKREPATNA,2.6224050521850586,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216880,SARASWATHIPURA,2.419189453125,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216881,SINGATAGERE,2.210927963256836,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,216882,SOMANAHALLI,2.34946608543396,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216883,TANGALI,2.3747565746307373,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,216884,THIMLAPURA,1.987883448600769,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,216885,UDUGERE,2.1658334732055664,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216886,ULIGERE,2.210927963256836,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216887,V.YARADAKERE,2.34946608543396,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,216888,VOKKALAGERE,2.0461018085479736,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216889,Y.MALLAPURA,2.2170679569244385,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,216890,YAGATI,2.16684889793396,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,216891,YELLAMBALSE,2.2170679569244385,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,216892,YEMMEDODDI,2.5165131092071533,direct_grid
KARNATAKA,Chikkamagaluru,5803,KADUR,244975,ANIGERE,2.182419538497925,nearest_fallback
KARNATAKA,Chikkamagaluru,5803,KADUR,272692,HARALAGATTA,2.219024896621704,nearest_fallback
